srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label,Category_dtloader,Binary_dtloader
175.45.176.3,0,149.171.126.14,0,mobile,INT,1.4e-05,60,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,60,0,0,0,0.0,0.0,1424256862,1424256862,0.0,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,3,3,3,3,4,Exploits,1,6,1
175.45.176.0,0,149.171.126.17,0,ospf,REQ,58.899662,6264,0,254,0,0,0,-,836.13385,0.0,58,0,0,0,0,0,108,0,0,0,1205.48125,0.0,1424256574,1424256633,1060.308125,0.0,0.0,0.0,0.0,0,6,Normal,Normal, ,1,1,1,2,1,1,1,Exploits,1,6,1
175.45.176.3,57944,149.171.126.15,80,tcp,FIN,1.436375,812,9388,62,252,2,5,http,4071.360107,48555.56641,10,14,255,255,1155131266,2699949787,81,671,1,4163,9082.194102,10048.31686,1424256561,1424256562,159.597222,109.168586,0.228244,0.125602,0.102642,0,1,1.0,Normal, ,1,1,1,1,1,1,1,Exploits,1,6,1
175.45.176.2,29312,149.171.126.17,25,tcp,FIN,2.899914,4316,1794,62,252,8,8,smtp,11412.75195,4703.587891,24,20,255,255,2438312581,3382560836,180,90,0,0,7079.138761,216.804563,1424256689,1424256692,126.041478,147.832734,0.127372,0.091089,0.036283,0,1,Normal,Normal, ,3,3,1,1,1,1,3,Exploits,1,6,1
175.45.176.2,65002,149.171.126.18,445,tcp,FIN,2.339978,199469,1214,254,252,75,1,-,677582.4375,4003.456543,156,28,255,255,4052889505,956976097,1279,43,0,0,1678.169281,105.509016,1424256592,1424256595,15.043857,82.717555,0.178255,0.106603,0.071652,0,1,Normal,Normal, ,3,5,2,2,1,1,2,Fuzzers,1,1,1
175.45.176.3,61387,149.171.126.15,179,tcp,FIN,0.534239,558,268,254,252,2,1,-,7532.209473,3354.303955,10,6,255,255,1708147626,2565474740,56,45,0,0,2722.481834,122.491187,1424256703,1424256703,55.661778,90.144797,0.160498,0.083506,0.076992,0,1,Normal,Normal, ,8,5,3,3,2,1,5,Fuzzers,1,1,1
175.45.176.0,63117,149.171.126.13,520,udp,INT,5e-06,104,0,254,0,0,0,-,83200000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424256676,1424256676,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,6,5,2,3,2,2,3,Fuzzers,1,1,1
175.45.176.2,1873,149.171.126.11,179,tcp,FIN,1.693823,990,354,254,252,2,1,-,4208.231934,1464.143555,10,8,255,255,2950453082,1903200878,99,44,0,0,13091.40599,341.350437,1424256728,1424256729,181.786444,234.943,0.195516,0.049213,0.146303,0,1,Normal,Normal, ,2,2,2,2,2,2,3,Fuzzers,1,1,1
175.45.176.3,47185,149.171.126.13,520,udp,INT,1e-05,1064,0,254,0,0,0,-,425600000.0,0.0,2,0,0,0,0,0,532,0,0,0,0.0,0.0,1424256814,1424256814,0.01,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,2,1,2,3,2,1,1,Fuzzers,1,1,1
175.45.176.3,8154,149.171.126.13,520,udp,INT,1.1e-05,1064,0,254,0,0,0,-,386909088.0,0.0,2,0,0,0,0,0,532,0,0,0,0.0,0.0,1424256746,1424256746,0.011,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,3,5,1,1,1,1,3,Fuzzers,1,1,1
175.45.176.3,47134,149.171.126.13,520,udp,INT,1e-05,1064,0,254,0,0,0,-,425600000.0,0.0,2,0,0,0,0,0,532,0,0,0,0.0,0.0,1424256847,1424256847,0.01,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,2,4,3,2,2,Fuzzers,1,1,1
175.45.176.2,1027,149.171.126.11,179,tcp,FIN,0.724569,936,268,254,252,2,1,-,9307.601562,2473.194336,10,6,255,255,1822233083,952302151,94,45,0,0,4230.453814,222.501531,1424256646,1424256646,76.191556,132.704406,0.12084,0.061044,0.059796,0,1,Normal,Normal, ,4,2,2,3,2,2,2,Fuzzers,1,1,1
175.45.176.2,4322,149.171.126.11,179,tcp,FIN,0.399356,572,268,254,252,2,1,-,10316.60938,4487.224121,10,6,255,255,4106560263,2116812787,57,45,0,0,2009.642103,84.514687,1424256795,1424256796,41.032444,65.91,0.115688,0.069798,0.04589,0,1,Normal,Normal, ,7,8,2,2,2,1,6,Fuzzers,1,1,1
175.45.176.1,63153,149.171.126.13,69,udp,INT,2e-05,3028,0,254,0,0,0,-,807600000.0,0.0,3,0,0,0,0,0,1009,0,0,0,0.0,0.0,1424256899,1424256899,0.014,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,3,4,1,1,1,1,3,Fuzzers,1,1,1
175.45.176.3,7382,149.171.126.11,520,udp,INT,9e-06,78,0,254,0,0,0,-,34666664.0,0.0,2,0,0,0,0,0,39,0,0,0,0.0,0.0,1424256799,1424256799,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,7,3,2,2,2,4,Fuzzers,1,1,1
175.45.176.2,65525,149.171.126.11,179,tcp,FIN,0.695748,574,354,254,252,2,1,-,5944.681152,3564.509033,10,8,255,255,4003212207,1172118331,57,44,0,0,4506.50595,133.057531,1424256918,1424256919,70.043444,87.35657,0.120599,0.084243,0.036356,0,1,Normal,Normal, ,7,8,4,4,3,3,6,Fuzzers,1,1,1
175.45.176.1,63264,149.171.126.13,111,tcp,FIN,0.825171,564,354,254,252,2,1,-,4925.040039,3005.437744,10,8,255,255,1262650550,902765599,56,44,0,0,6448.873357,153.861109,1424256639,1424256640,91.571778,110.69543,0.069338,0.050291,0.019047,0,1,Normal,Normal, ,2,6,3,2,2,2,2,Reconnaissance,1,2,1
175.45.176.3,50832,149.171.126.14,111,tcp,FIN,0.818489,564,354,254,252,2,1,-,4965.24707,3029.973389,10,8,255,255,2847672568,3975735087,56,44,0,0,6504.388647,148.660578,1424256764,1424256765,90.831444,105.285,0.145662,0.081485,0.064177,0,1,Normal,Normal, ,4,1,1,2,1,1,1,Reconnaissance,1,2,1
175.45.176.0,57647,149.171.126.11,111,tcp,FIN,3.916448,564,354,254,252,2,1,-,1037.674927,633.226807,10,8,255,255,539764975,2523674024,56,44,0,0,31776.62201,1120.713625,1424256744,1424256748,435.160889,547.118313,0.173908,0.085886,0.088022,0,1,Normal,Normal, ,5,2,2,1,1,1,1,Reconnaissance,1,2,1
175.45.176.0,48158,149.171.126.14,111,tcp,FIN,1.855833,564,354,254,252,2,1,-,2189.852051,1336.327148,10,8,255,255,371674182,2273217690,56,44,0,0,12016.53543,390.263312,1424256703,1424256705,202.752556,254.582,0.177127,0.073754,0.103373,0,1,Normal,Normal, ,3,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.0,17049,149.171.126.15,111,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424256693,1424256693,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,4,2,2,1,1,1,Reconnaissance,1,2,1
175.45.176.2,57051,149.171.126.12,111,udp,INT,2.3e-05,168,0,254,0,0,0,-,29217390.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424256680,1424256680,0.023,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,3,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.3,0,149.171.126.14,0,swipe,INT,4.7e-05,60,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,60,0,0,0,0.0,0.0,1424256862,1424256862,0.0,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,3,3,3,3,4,Reconnaissance,1,2,1
175.45.176.0,37730,149.171.126.13,111,tcp,FIN,1.372611,564,354,254,252,2,1,-,2960.780518,1806.775513,10,8,255,255,3244238651,402757307,56,44,0,0,8693.47169,334.480687,1424256701,1424256702,150.559889,185.681141,0.16016,0.072839,0.087321,0,1,Normal,Normal, ,5,6,2,2,1,1,3,Reconnaissance,1,2,1
175.45.176.2,0,149.171.126.18,0,sep,INT,1e-06,104,0,254,0,0,0,-,416000000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424256745,1424256745,0.001,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,2,1,1,1,1,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,ospf,REQ,3.25424,864,0,254,0,0,0,-,1858.498413,0.0,8,0,0,0,0,0,108,0,0,0,660.465812,0.0,1424256634,1424256637,568.887625,0.0,0.0,0.0,0.0,0,6,Normal,Normal, ,1,1,1,4,1,1,1,DoS,1,5,1
175.45.176.1,53385,149.171.126.10,143,tcp,FIN,9.229902,5418,1066321,62,252,0,399,-,4658.770996,923079.75,126,802,255,255,3138796571,3306757470,43,1330,0,0,81.43625,1348.440316,1424256838,1424256847,73.972266,11.569377,0.141748,0.075014,0.066734,0,1,Normal,Normal, ,1,1,1,1,1,1,1,DoS,1,5,1
175.45.176.3,0,149.171.126.14,0,sun-nd,INT,9e-06,60,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,60,0,0,0,0.0,0.0,1424256862,1424256862,0.0,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,3,3,3,3,4,DoS,1,5,1
175.45.176.0,49196,149.171.126.11,143,tcp,FIN,4.995751,2478,271772,62,252,6,105,-,3892.908203,433172.9063,52,214,255,255,46595378,1770859730,48,1270,0,0,5189.333225,2518.274913,1424256548,1424256553,97.950706,23.215653,0.135012,0.050815,0.084197,0,1,Normal,Normal, ,5,2,1,1,1,1,1,DoS,1,5,1
175.45.176.0,0,149.171.126.17,0,ospf,REQ,3.25424,864,0,254,0,0,0,-,1858.498413,0.0,8,0,0,0,0,0,108,0,0,0,660.465812,0.0,1424256634,1424256637,568.887625,0.0,0.0,0.0,0.0,0,6,Normal,Normal, ,1,1,1,4,1,1,1,DoS,1,5,1
175.45.176.3,3523,149.171.126.10,80,tcp,FIN,0.824887,1344,42036,254,252,2,16,http,12103.47656,396359.75,14,36,255,255,844244068,3696385696,96,1168,1,19968,3606.864597,2307.643814,1424256893,1424256894,61.647767,21.7026,0.136093,0.065291,0.070802,0,1,1.0,Normal, ,1,1,1,1,1,1,1,Generic,1,7,1
175.45.176.3,48498,149.171.126.17,42359,tcp,FIN,0.835243,504,268,254,252,2,1,-,4348.435059,2145.483398,10,6,255,255,4105648892,361657640,50,45,0,0,5463.18912,259.264031,1424256776,1424256777,92.745889,152.926594,0.109097,0.070605,0.038492,0,1,Normal,Normal, ,4,1,1,2,1,1,1,Shellcode,1,8,1
175.45.176.0,22000,149.171.126.10,27469,udp,INT,7e-06,148,0,254,0,0,0,-,84571424.0,0.0,2,0,0,0,0,0,74,0,0,0,0.0,0.0,1424256795,1424256795,0.007,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,7,1,1,1,1,1,1,Shellcode,1,8,1
175.45.176.3,14254,149.171.126.13,35490,udp,INT,9e-06,308,0,254,0,0,0,-,136888880.0,0.0,2,0,0,0,0,0,154,0,0,0,0.0,0.0,1424256589,1424256589,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,4,1,1,1,1,3,Shellcode,1,8,1
175.45.176.0,5731,149.171.126.18,31127,udp,INT,9e-06,754,0,254,0,0,0,-,335111104.0,0.0,2,0,0,0,0,0,377,0,0,0,0.0,0.0,1424256834,1424256834,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,5,2,1,1,1,1,2,Shellcode,1,8,1
175.45.176.2,50387,149.171.126.19,21205,tcp,FIN,0.432205,600,268,254,252,2,1,-,9995.256836,4146.180664,10,6,255,255,899189790,3220004644,60,45,0,0,2352.333434,84.963703,1424256685,1424256685,43.174333,64.430801,0.175639,0.110045,0.065594,0,1,Normal,Normal, ,3,1,1,1,1,1,1,Shellcode,1,8,1
175.45.176.1,36607,149.171.126.12,36134,udp,INT,3e-06,300,0,254,0,0,0,-,400000000.0,0.0,2,0,0,0,0,0,150,0,0,0,0.0,0.0,1424256734,1424256734,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,1,1,1,1,Shellcode,1,8,1
175.45.176.0,46710,149.171.126.15,28197,udp,INT,2e-06,340,0,254,0,0,0,-,680000000.0,0.0,2,0,0,0,0,0,170,0,0,0,0.0,0.0,1424256615,1424256615,0.002,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,2,1,1,1,1,1,1,Shellcode,1,8,1
175.45.176.3,27386,149.171.126.18,1890,tcp,FIN,1.302469,584,354,254,252,2,1,-,3230.787109,1904.07605,10,8,255,255,2524260046,2392820630,58,44,0,0,8831.577343,221.352125,1424256614,1424256615,139.948444,165.913859,0.216702,0.141069,0.075633,0,1,Normal,Normal, ,3,5,1,3,1,1,2,Shellcode,1,8,1
175.45.176.2,8321,149.171.126.17,18212,udp,INT,2e-06,156,0,254,0,0,0,-,312000000.0,0.0,2,0,0,0,0,0,78,0,0,0,0.0,0.0,1424256896,1424256896,0.002,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,1,1,2,1,1,1,Shellcode,1,8,1
175.45.176.0,44928,149.171.126.15,17709,tcp,FIN,2.351218,1018,354,254,252,2,1,-,3120.084961,1054.772461,10,8,255,255,4251734143,2444896382,102,44,0,0,20162.94501,553.801938,1424256679,1424256681,256.241222,325.244719,0.107291,0.074504,0.032787,0,1,Normal,Normal, ,4,6,2,1,1,1,1,Shellcode,1,8,1
175.45.176.3,0,149.171.126.14,0,mobile,INT,1.4e-05,60,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,60,0,0,0,0.0,0.0,1424256862,1424256862,0.0,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,3,3,3,3,4,Backdoor,1,4,1
175.45.176.3,0,149.171.126.14,0,sun-nd,INT,9e-06,60,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,60,0,0,0,0.0,0.0,1424256862,1424256862,0.0,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,3,3,3,3,4,Backdoor,1,4,1
175.45.176.0,0,149.171.126.17,0,ospf,REQ,58.062927,5616,0,254,0,0,0,-,758.900757,0.0,52,0,0,0,0,0,108,0,0,0,1428.380625,0.0,1424256513,1424256571,1170.50325,0.0,0.0,0.0,0.0,0,6,Normal,Normal, ,1,1,1,2,1,1,1,Backdoor,1,4,1
175.45.176.1,48959,149.171.126.11,26274,tcp,FIN,0.577453,548,382,254,252,2,2,-,6843.84668,4641.070312,10,8,255,255,831402476,4249382505,55,48,0,0,3378.466343,112.002672,1424256849,1424256850,64.161444,67.034141,0.093285,0.06699,0.026295,0,1,Normal,Normal, ,1,5,2,1,1,1,1,Backdoor,1,4,1
175.45.176.2,62934,149.171.126.12,7306,tcp,FIN,0.512282,364,442,254,252,1,2,-,4981.630859,6043.546387,8,8,255,255,256852408,1519799176,46,55,0,0,3747.54062,84.84575,1424256664,1424256664,73.183145,63.372855,0.142146,0.068573,0.073573,0,1,Normal,Normal, ,2,1,1,1,1,1,1,Backdoor,1,4,1
175.45.176.2,43632,149.171.126.19,1015,tcp,FIN,1.537293,558,650,254,252,2,2,-,2664.423828,3044.3125,12,10,255,255,1389480694,3459683472,47,65,0,0,9547.921985,207.901766,1424256606,1424256608,139.741003,156.976109,0.223095,0.124499,0.098596,0,1,Normal,Normal, ,2,1,2,2,1,1,3,Backdoor,1,4,1
175.45.176.0,0,149.171.126.17,0,ospf,REQ,58.899662,6264,0,254,0,0,0,-,836.13385,0.0,58,0,0,0,0,0,108,0,0,0,1205.48125,0.0,1424256574,1424256633,1060.308125,0.0,0.0,0.0,0.0,0,6,Normal,Normal, ,1,1,1,2,1,1,1,Analysis,1,3,1
175.45.176.3,0,149.171.126.14,0,mobile,INT,1.4e-05,60,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,60,0,0,0,0.0,0.0,1424256862,1424256862,0.0,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,4,4,3,3,3,3,4,Analysis,1,3,1
175.45.176.0,0,149.171.126.17,0,ospf,REQ,58.062927,5616,0,254,0,0,0,-,758.900757,0.0,52,0,0,0,0,0,108,0,0,0,1428.380625,0.0,1424256513,1424256571,1170.50325,0.0,0.0,0.0,0.0,0,6,Normal,Normal, ,1,1,1,2,1,1,1,Analysis,1,3,1
59.166.0.8,2057,149.171.126.9,80,tcp,FIN,1.095684,1684,10168,31,29,3,5,http,11419.35059,70122.40625,14,18,255,255,2777383359,2778588275,120,565,1,3924,8793.829479,7700.695675,1424257090,1424257092,84.256462,64.405588,0.000935,0.000785,0.00015,0,0,1.0,Normal, ,3,2,5,8,3,1,3,Normal,0,0,0
59.166.0.3,15642,149.171.126.4,15401,tcp,FIN,0.035535,4550,73698,31,29,7,33,-,1011284.625,16384297.0,78,80,255,255,1112387754,1112694935,58,921,0,0,23.520194,23.012269,1424257177,1424257177,0.463329,0.447923,0.000731,0.000588,0.000143,0,0,Normal,Normal, ,7,3,3,5,1,1,4,Normal,0,0,0
59.166.0.0,24699,149.171.126.5,59308,tcp,FIN,0.004828,4472,2456,31,29,7,7,-,6999171.5,3844242.0,18,18,255,255,345299685,348503270,248,136,0,0,13.258209,0.346905,1424257265,1424257265,0.265471,0.251882,0.000686,0.00054,0.000146,0,0,Normal,Normal, ,2,4,2,2,1,1,1,Normal,0,0,0
59.166.0.8,55088,149.171.126.6,25021,tcp,FIN,0.015986,2646,25470,31,29,7,15,-,1292631.125,12456900.0,42,44,255,255,221535813,221858681,63,579,0,0,22.926257,22.267038,1424256990,1424256990,0.410632,0.366024,0.00075,0.000596,0.000154,0,0,Normal,Normal, ,4,4,1,6,1,1,1,Normal,0,0,0
59.166.0.2,47734,149.171.126.5,80,tcp,FIN,1.075837,1684,10168,31,29,3,5,http,11630.01465,71416.02344,14,18,255,255,158957639,159960987,120,565,1,3924,8784.326041,7692.049041,1424256972,1424256973,82.730695,63.257118,0.000584,0.000462,0.000122,0,0,1.0,Normal, ,3,2,4,3,2,1,2,Normal,0,0,0
175.45.176.2,56891,149.171.126.14,80,tcp,FIN,1.365606,852,1920,62,252,2,2,http,4575.258301,10122.97852,12,10,255,255,1837186508,1664219762,71,192,1,514,7020.709416,245.846469,1424256958,1424256960,124.117176,145.323328,0.143011,0.057688,0.085323,0,1,1.0,Normal, ,1,1,2,2,1,1,1,Exploits,1,6,1
175.45.176.1,7902,149.171.126.11,80,tcp,FIN,1.729995,2588,57296,62,252,6,22,http,11426.62207,259436.5938,22,48,255,255,781874071,2420222018,118,1194,1,109,4098.362414,3030.704514,1424256929,1424256930,82.380716,35.20515,0.183718,0.07466,0.109058,0,1,1.0,Normal, ,1,1,3,1,1,1,1,Exploits,1,6,1
175.45.176.1,36765,149.171.126.14,13701,tcp,FIN,0.189383,870,268,254,252,2,1,-,33075.83203,9462.306641,10,6,255,255,2199437408,1632840030,87,45,0,0,1032.381937,61.691031,1424257166,1424257166,19.384556,36.540199,0.063086,0.006673,0.056413,0,1,Normal,Normal, ,1,1,1,1,1,1,1,Exploits,1,6,1
175.45.176.2,37214,149.171.126.16,3306,tcp,FIN,0.401256,800,2916,62,252,3,4,-,14634.04883,53292.66016,12,12,255,255,2979335552,1959454253,67,243,0,0,1913.832615,48.003109,1424257296,1424257297,36.477819,35.25391,0.0541,0.006331,0.047769,0,1,Normal,Normal, ,1,1,1,1,1,1,1,Exploits,1,6,1
175.45.176.3,48903,149.171.126.17,60505,tcp,FIN,0.380991,364,1412,62,252,1,2,ftp-data,6698.320801,25953.36914,8,8,255,255,1742068362,2577474425,46,177,0,0,3688.655158,110.542664,1424257303,1424257303,54.427287,52.349145,0.066086,0.011818,0.054268,0,1,Normal,Normal, ,1,1,2,2,1,1,2,Exploits,1,6,1
175.45.176.1,57369,149.171.126.13,25,tcp,FIN,0.832881,3639,1790,62,252,8,8,smtp,33368.51172,16338.46875,22,20,255,255,4122975322,265341505,165,90,0,0,1935.3014,51.893523,1424257193,1424257193,39.660999,42.723949,0.051574,0.007188,0.044386,0,1,Normal,Normal, ,1,1,1,1,1,1,1,Exploits,1,6,1
175.45.176.3,12307,149.171.126.11,520,udp,INT,9e-06,78,0,254,0,0,0,-,34666664.0,0.0,2,0,0,0,0,0,39,0,0,0,0.0,0.0,1424257032,1424257032,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,21,21,7,7,7,1,21,Fuzzers,1,1,1
175.45.176.2,64107,149.171.126.11,179,tcp,FIN,0.550511,600,268,254,252,2,1,-,7847.254395,3255.157471,10,6,255,255,3589035684,451755458,60,45,0,0,3090.952974,142.772422,1424257007,1424257008,58.224667,89.029203,0.177718,0.105358,0.07236,0,1,Normal,Normal, ,7,10,3,2,2,1,7,Fuzzers,1,1,1
175.45.176.0,57229,149.171.126.14,179,tcp,FIN,2.624557,152525,1042,254,252,58,1,-,461106.375,3045.085205,122,24,255,255,3784357631,2876552986,1250,43,0,0,2451.53425,185.10075,1424256932,1424256934,20.848554,111.119648,0.166839,0.068796,0.098043,0,1,Normal,Normal, ,6,4,1,2,1,1,4,Fuzzers,1,1,1
175.45.176.0,55181,149.171.126.14,179,tcp,FIN,1.84703,1150,354,254,252,2,1,-,4482.872559,1342.696045,10,8,255,255,105831697,936049765,115,44,0,0,12456.24076,413.211031,1424256977,1424256978,203.295667,257.155719,0.130534,0.046932,0.083602,0,1,Normal,Normal, ,6,2,1,2,1,1,2,Fuzzers,1,1,1
175.45.176.2,59868,149.171.126.19,514,udp,INT,5e-06,790,0,254,0,0,0,-,632000000.0,0.0,2,0,0,0,0,0,395,0,0,0,0.0,0.0,1424257273,1424257273,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,7,7,7,7,7,1,7,Fuzzers,1,1,1
175.45.176.2,59890,149.171.126.19,514,udp,INT,5e-06,1344,0,254,0,0,0,-,1075200000.0,0.0,2,0,0,0,0,0,672,0,0,0,0.0,0.0,1424257275,1424257275,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,44,44,14,14,14,1,44,Fuzzers,1,1,1
175.45.176.3,13004,149.171.126.11,520,udp,INT,9e-06,78,0,254,0,0,0,-,34666664.0,0.0,2,0,0,0,0,0,39,0,0,0,0.0,0.0,1424256974,1424256974,0.009,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,2,6,2,1,1,1,2,Fuzzers,1,1,1
175.45.176.3,14943,149.171.126.11,520,udp,INT,5e-06,78,0,254,0,0,0,-,62400000.0,0.0,2,0,0,0,0,0,39,0,0,0,0.0,0.0,1424256965,1424256965,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,3,7,2,1,1,1,3,Fuzzers,1,1,1
175.45.176.0,61625,149.171.126.13,520,udp,INT,5e-06,104,0,254,0,0,0,-,83200000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1424256937,1424256937,0.005,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,3,2,1,2,1,1,2,Fuzzers,1,1,1
175.45.176.0,58598,149.171.126.19,80,tcp,FIN,0.184726,822,268,254,252,2,1,http,32047.46484,9700.854492,10,6,255,255,4153376487,2453394061,82,45,1,0,1020.554537,61.050184,1424257048,1424257048,19.117444,35.517398,0.052466,0.00713,0.045336,0,1,1.0,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.3,50301,149.171.126.15,111,tcp,FIN,0.644718,564,354,254,252,2,1,-,6303.53125,3846.643066,10,8,255,255,4268906586,1553639193,56,44,0,0,5468.868457,138.43075,1424257167,1424257168,69.563556,91.078859,0.053053,0.007163,0.04589,0,1,Normal,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.1,43909,149.171.126.12,111,udp,INT,3e-06,168,0,254,0,0,0,-,224000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424257151,1424257151,0.003,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,2,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.1,19669,149.171.126.18,80,tcp,FIN,0.185603,842,268,254,252,2,1,http,32671.88672,9655.016602,10,6,255,255,3557676887,220173161,84,45,1,0,1000.54415,59.216074,1424257113,1424257113,18.713667,35.338398,0.054323,0.008902,0.045421,0,1,1.0,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.2,55159,149.171.126.18,80,tcp,FIN,0.190681,858,268,254,252,2,1,http,32431.12891,9397.895508,10,6,255,255,600029305,1789000122,86,45,1,0,1022.185755,59.749777,1424257096,1424257096,19.329667,36.267,0.053929,0.009337,0.044592,0,1,1.0,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.2,11995,149.171.126.19,111,tcp,FIN,0.626904,564,354,254,252,2,1,-,6482.651367,3955.948486,10,8,255,255,8661711,313391118,56,44,0,0,5395.085314,138.647625,1424257090,1424257090,69.656,87.325,0.060897,0.010927,0.04997,0,1,Normal,Normal, ,1,1,2,1,1,1,2,Reconnaissance,1,2,1
175.45.176.2,0,149.171.126.14,0,ospf,INT,2.255197,2858,0,254,0,0,0,-,9577.876953,0.0,18,0,0,0,0,0,159,0,0,0,275.712656,0.0,1424257244,1424257246,132.658641,0.0,0.0,0.0,0.0,0,2,Normal,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.3,58118,149.171.126.12,80,tcp,FIN,0.245262,748,268,254,252,2,1,http,21984.6543,7306.472168,10,6,255,255,2163894526,556239359,75,45,1,0,1292.618928,67.512859,1424257106,1424257106,27.251333,46.210602,0.060945,0.013575,0.04737,0,1,1.0,Normal, ,1,1,1,1,1,1,1,Reconnaissance,1,2,1
175.45.176.2,38228,149.171.126.16,6071,tcp,FIN,0.28616,732,468,254,252,3,2,-,18758.73633,11462.11914,12,8,255,255,1069546006,2084214444,61,59,0,0,1330.248955,58.146496,1424257188,1424257188,24.876727,39.835145,0.051193,0.007305,0.043888,0,1,Normal,Normal, ,3,1,1,1,1,1,1,Generic,1,7,1
175.45.176.1,18857,149.171.126.14,25,tcp,FIN,0.964946,33683,1752,62,252,18,8,smtp,272612.1563,13870.20703,42,22,255,255,21453099,352200413,802,80,0,0,1565.939339,49.698531,1424257180,1424257181,23.535268,45.395855,0.0584,0.010997,0.047403,0,1,Normal,Normal, ,1,1,1,1,1,1,1,DoS,1,5,1
175.45.176.2,41244,149.171.126.15,25,tcp,FIN,0.803395,3510,1912,254,252,7,8,smtp,33209.07031,18093.2168,20,20,255,255,2047555263,970705188,176,96,0,0,2039.260117,48.522973,1424257157,1424257158,42.283947,40.703051,0.063624,0.017865,0.045759,0,1,Normal,Normal, ,1,1,1,1,1,1,1,DoS,1,5,1
175.45.176.0,14900,149.171.126.13,940,tcp,FIN,0.180581,364,268,254,252,1,1,-,14132.16211,9923.524414,8,6,255,255,1214026685,3287924860,46,45,0,0,1246.616634,32.462324,1424257149,1424257149,25.797286,26.135801,0.058503,0.048947,0.009556,0,1,Normal,Normal, ,2,3,2,2,2,1,2,DoS,1,5,1
